case_number,court,case_type.x,filing_date,id,court_system,tracking_number,document_type,issued_date,issued_date_str,case_status,case_disposition,year
0B01586809,Baltimore City District Court 5800 Wabash Ave,CR,2004-01-22,427605,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046000102746,STATEMENT OF CHARGES,2004-01-22,01/22/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01590666,Baltimore City District Court 5800 Wabash Ave,CR,2004-02-01,414721,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046009101062,STATEMENT OF CHARGES,2004-02-01,02/01/2004,CLOSED,JURY TRIAL PRAYED,2004
0B01595678,Baltimore City District Court 300 East Madison,CR,2004-02-25,700338,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046061102990,STATEMENT OF CHARGES,2004-02-25,02/25/2004,CLOSED,TRIAL,2004
0B01596693,Baltimore City District Court 700 Patapsco Ave.,CR,2004-02-27,700317,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046018101135,STATEMENT OF CHARGES,2004-02-27,02/27/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01597141,Baltimore City District Court 700 Patapsco Ave.,CR,2004-04-27,421239,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046052105444,STATEMENT OF CHARGES,2004-04-27,04/27/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01597442,Baltimore City District Court 1400 North Ave.,CR,2004-04-29,700789,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046000113250,STATEMENT OF CHARGES,2004-04-29,04/29/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01597771,Baltimore City District Court 1400 North Ave.,CR,2004-05-06,437695,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046003119971,STATEMENT OF CHARGES,2004-05-06,05/06/2004,CLOSED,JURY TRIAL PRAYED,2004
0B01598086,Baltimore City District Court 1400 North Ave.,CR,2004-04-08,422875,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046006107232,STATEMENT OF CHARGES,2004-04-08,04/08/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01598163,Baltimore City District Court 700 Patapsco Ave.,CR,2004-04-09,437850,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046017104066,STATEMENT OF CHARGES,2004-04-09,04/09/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01598387,Baltimore City District Court 1400 North Ave.,CR,2004-04-11,700761,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046016102016,STATEMENT OF CHARGES,2004-04-11,04/11/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01599920,Baltimore City District Court 700 Patapsco Ave.,CR,2004-04-03,418541,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046002115025,STATEMENT OF CHARGES,2004-04-03,04/03/2004,CLOSED,TRIAL,2004
0B01599934,Baltimore City District Court 1400 North Ave.,CR,2004-04-01,421944,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046008102335,STATEMENT OF CHARGES,2004-04-01,04/01/2004,CLOSED,TRIAL,2004
0B01602076,Baltimore City District Court 700 Patapsco Ave.,CR,2004-08-12,438423,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046002135406,STATEMENT OF CHARGES,2004-08-12,08/12/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01604876,Baltimore City District Court 700 Patapsco Ave.,CR,2004-03-26,700607,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046064102781,STATEMENT OF CHARGES,2004-03-26,03/26/2004,CLOSED,TRIAL,2004
0B01607984,Baltimore City District Court 700 Patapsco Ave.,CR,2004-04-23,424491,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046016102311,STATEMENT OF CHARGES,2004-04-23,04/23/2004,CLOSED,JURY TRIAL PRAYED,2004
0B01608180,Baltimore City District Court 700 Patapsco Ave.,CR,2004-04-18,701344,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,970001013785,STATEMENT OF CHARGES,2004-04-18,04/18/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01616937,Baltimore City District Court 1400 North Ave.,CR,2004-06-02,701571,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046051106452,STATEMENT OF CHARGES,2004-06-02,06/02/2004,CLOSED,TRIAL,2004
0B01620136,Baltimore City District Court 5800 Wabash Ave,CR,2004-08-27,433064,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046003138543,STATEMENT OF CHARGES,2004-08-27,08/27/2004,CLOSED,TRIAL,2004
0B01620346,Baltimore City District Court 1400 North Ave.,CR,2004-10-09,664795,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046074114181,STATEMENT OF CHARGES,2004-10-09,10/09/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01620969,Baltimore City District Court 5800 Wabash Ave,CR,2004-08-01,701910,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046009107056,STATEMENT OF CHARGES,2004-08-01,08/01/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01623587,Baltimore City District Court 700 Patapsco Ave.,CR,2004-06-25,431239,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046012106921,STATEMENT OF CHARGES,2004-06-25,06/25/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01624084,Baltimore City District Court 700 Patapsco Ave.,CR,2004-06-25,702023,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046012106910,STATEMENT OF CHARGES,2004-06-25,06/25/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01624126,Baltimore City District Court 1400 North Ave.,CR,2004-06-24,448702,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046002127684,STATEMENT OF CHARGES,2004-06-24,06/24/2004,CLOSED,TRIAL,2004
0B01625764,Baltimore City District Court 700 Patapsco Ave.,CR,2004-07-01,426649,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046002128690,STATEMENT OF CHARGES,2004-07-01,07/01/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01628872,Baltimore City District Court 1400 North Ave.,CR,2004-07-15,440384,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046018107236,STATEMENT OF CHARGES,2004-07-15,07/15/2004,CLOSED,TRIAL,2004
0B01629292,Baltimore City District Court 700 Patapsco Ave.,CR,2004-07-16,702425,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046063114775,STATEMENT OF CHARGES,2004-07-16,07/16/2004,CLOSED,TRIAL,2004
0B01629502,Baltimore City District Court 5800 Wabash Ave,CR,2004-07-24,451644,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046008107062,STATEMENT OF CHARGES,2004-07-24,07/24/2004,CLOSED,TRIAL,2004
0B01629712,Baltimore City District Court 700 Patapsco Ave.,CR,2004-07-25,662036,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046003132910,STATEMENT OF CHARGES,2004-07-25,07/25/2004,CLOSED,TRIAL,2004
0B01633716,Baltimore City District Court 700 Patapsco Ave.,CR,2004-09-09,459856,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046074113540,STATEMENT OF CHARGES,2004-09-09,09/09/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01634122,Baltimore City District Court 1400 North Ave.,CR,2004-09-07,432095,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046007128484,STATEMENT OF CHARGES,2004-09-07,09/07/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01634164,Baltimore City District Court 700 Patapsco Ave.,CR,2004-09-09,434526,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046004135531,STATEMENT OF CHARGES,2004-09-09,09/09/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01636971,Baltimore City District Court 1400 North Ave.,CR,2004-09-30,442675,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046003144961,STATEMENT OF CHARGES,2004-09-30,09/30/2004,CLOSED,JURY TRIAL PRAYED,2004
0B01637132,Baltimore City District Court 5800 Wabash Ave,CR,2005-01-02,456319,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046006124161,STATEMENT OF CHARGES,2005-01-02,01/02/2005,CLOSED,TRIAL,2005
0B01637244,Baltimore City District Court 1400 North Ave.,CR,2005-01-02,469818,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056059100042,STATEMENT OF CHARGES,2005-01-02,01/02/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
0B01637832,Baltimore City District Court 1400 North Ave.,CR,2004-08-07,453209,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046003134800,STATEMENT OF CHARGES,2004-08-07,08/07/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01637930,Baltimore City District Court 700 Patapsco Ave.,CR,2004-08-09,437620,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046019104655,STATEMENT OF CHARGES,2004-08-09,08/09/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01640317,Baltimore City District Court 300 East Madison,CR,2004-09-18,438856,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046063120235,STATEMENT OF CHARGES,2004-09-18,09/18/2004,CLOSED,TRIAL,2004
0B01640597,Baltimore City District Court 5800 Wabash Ave,CR,2004-09-30,462123,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046053118554,STATEMENT OF CHARGES,2004-09-30,09/30/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01644594,Baltimore City District Court 1400 North Ave.,CR,2004-09-18,662933,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046002141905,STATEMENT OF CHARGES,2004-09-18,09/18/2004,CLOSED,TRIAL,2004
0B01644671,Baltimore City District Court 700 Patapsco Ave.,CR,2004-09-24,443107,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046062116623,STATEMENT OF CHARGES,2004-09-24,09/24/2004,CLOSED,JURY TRIAL PRAYED,2004
0B01644930,Baltimore City District Court 700 Patapsco Ave.,CR,2004-09-13,439445,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046002141301,STATEMENT OF CHARGES,2004-09-13,09/13/2004,CLOSED,TRIAL,2004
0B01644937,Baltimore City District Court 700 Patapsco Ave.,CR,2004-09-13,435514,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046004136172,STATEMENT OF CHARGES,2004-09-13,09/13/2004,CLOSED,TRIAL,2004
0B01644979,Baltimore City District Court 700 Patapsco Ave.,CR,2004-09-11,438122,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046075213483,STATEMENT OF CHARGES,2004-09-11,09/11/2004,CLOSED,TRIAL,2004
0B01645021,Baltimore City District Court 1400 North Ave.,CR,2004-09-14,436205,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046059105492,STATEMENT OF CHARGES,2004-09-14,09/14/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01646463,Baltimore City District Court 300 East Madison,CR,2004-09-26,438161,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046064113841,STATEMENT OF CHARGES,2004-09-26,09/26/2004,CLOSED,TRIAL,2004
0B01648325,Baltimore City District Court 5800 Wabash Ave,CR,2004-10-19,666514,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,041004099371,WARRANT,2004-10-19,10/19/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01649081,Baltimore City District Court 5800 Wabash Ave,CR,2004-12-22,471522,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046021117133,STATEMENT OF CHARGES,2004-12-22,12/22/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01653540,Baltimore City District Court 700 Patapsco Ave.,CR,2004-10-19,438579,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046075214172,STATEMENT OF CHARGES,2004-10-19,10/19/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01656284,Baltimore City District Court 700 Patapsco Ave.,CR,2004-11-14,669796,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046006121324,STATEMENT OF CHARGES,2004-11-14,11/14/2004,CLOSED,TRIAL,2004
0B01656844,Baltimore City District Court 700 Patapsco Ave.,CR,2004-11-13,443571,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046063124785,STATEMENT OF CHARGES,2004-11-13,11/13/2004,CLOSED,JURY TRIAL PRAYED,2004
0B01657432,Baltimore City District Court 5800 Wabash Ave,CR,2004-11-21,451611,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046005128470,STATEMENT OF CHARGES,2004-11-21,11/21/2004,CLOSED,JURY TRIAL PRAYED,2004
0B01657859,Baltimore City District Court 5800 Wabash Ave,CR,2004-10-31,465534,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046003150200,STATEMENT OF CHARGES,2004-10-31,10/31/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01657901,Baltimore City District Court 5800 Wabash Ave,CR,2004-10-31,449525,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046002149524,STATEMENT OF CHARGES,2004-10-31,10/31/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01658013,Baltimore City District Court 5800 Wabash Ave,CR,2004-11-05,449151,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046001126500,STATEMENT OF CHARGES,2004-11-05,11/05/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01658993,Baltimore City District Court 5800 Wabash Ave,CR,2004-12-02,469530,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046001128003,STATEMENT OF CHARGES,2004-12-02,12/02/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01659091,Baltimore City District Court 1400 North Ave.,CR,2004-12-03,449181,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046063126395,STATEMENT OF CHARGES,2004-12-03,12/03/2004,CLOSED,TRIAL,2004
0B01659385,Baltimore City District Court 700 Patapsco Ave.,CR,2005-01-02,451687,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056003100101,STATEMENT OF CHARGES,2005-01-02,01/02/2005,CLOSED,TRIAL,2005
0B01659448,Baltimore City District Court 1400 North Ave.,CR,2004-12-31,456705,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046061122424,STATEMENT OF CHARGES,2004-12-31,12/31/2004,CLOSED,TRIAL,2004
0B01659553,Baltimore City District Court 5800 Wabash Ave,CR,2004-11-23,669247,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046062119526,STATEMENT OF CHARGES,2004-11-23,11/23/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01661457,Baltimore City District Court 700 Patapsco Ave.,CR,2004-12-08,448260,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046001128412,STATEMENT OF CHARGES,2004-12-08,12/08/2004,CLOSED,TRIAL,2004
0B01662157,Baltimore City District Court 1400 North Ave.,CR,2004-12-16,450969,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046003156485,STATEMENT OF CHARGES,2004-12-16,12/16/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01663025,Baltimore City District Court 5800 Wabash Ave,CR,2004-11-26,670548,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046065702480,STATEMENT OF CHARGES,2004-11-26,11/26/2004,CLOSED,TRIAL,2004
0B01663410,Baltimore City District Court 700 Patapsco Ave.,CR,2004-12-04,453339,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046001128250,STATEMENT OF CHARGES,2004-12-04,12/04/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01663529,Baltimore City District Court 5800 Wabash Ave,CR,2004-12-03,452743,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046002153050,STATEMENT OF CHARGES,2004-12-03,12/03/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01663970,Baltimore City District Court 1400 North Ave.,CR,2005-01-15,457917,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056059100554,STATEMENT OF CHARGES,2005-01-15,01/15/2005,CLOSED,TRIAL,2005
0B01664103,Baltimore City District Court 1400 North Ave.,CR,2005-01-02,473624,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056059100031,STATEMENT OF CHARGES,2005-01-02,01/02/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
0B01664152,Baltimore City District Court 5800 Wabash Ave,CR,2005-01-04,451697,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056074100051,STATEMENT OF CHARGES,2005-01-04,01/04/2005,CLOSED,TRIAL,2005
0B01664271,Baltimore City District Court 1400 North Ave.,CR,2005-01-02,473629,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056059100005,STATEMENT OF CHARGES,2005-01-02,01/02/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
0B01664306,Baltimore City District Court 5800 Wabash Ave,CR,2005-01-02,452416,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056074100036,STATEMENT OF CHARGES,2005-01-02,01/02/2005,CLOSED,TRIAL,2005
0B01664320,Baltimore City District Court 5800 Wabash Ave,CR,2005-01-05,456912,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056007100391,STATEMENT OF CHARGES,2005-01-05,01/05/2005,CLOSED,TRIAL,2005
0B01664425,Baltimore City District Court 5800 Wabash Ave,CR,2004-12-31,452663,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046005132213,STATEMENT OF CHARGES,2004-12-31,12/31/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01664439,Baltimore City District Court 5800 Wabash Ave,CR,2004-12-31,451777,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046002156690,STATEMENT OF CHARGES,2004-12-31,12/31/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
0B01666609,Baltimore City District Court 1400 North Ave.,CR,2005-01-21,475297,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056060100552,STATEMENT OF CHARGES,2005-01-21,01/21/2005,CLOSED,JURY TRIAL PRAYED,2005
0B01667617,Baltimore City District Court 1400 North Ave.,CR,2005-02-25,702581,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056004105404,STATEMENT OF CHARGES,2005-02-25,02/25/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
0B01668247,Baltimore City District Court 1400 North Ave.,CR,2005-02-11,676987,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056004103713,STATEMENT OF CHARGES,2005-02-11,02/11/2005,CLOSED,TRIAL,2005
0B01668492,Baltimore City District Court 1400 North Ave.,CR,2005-01-29,674866,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056001101741,STATEMENT OF CHARGES,2005-01-29,01/29/2005,CLOSED,TRIAL,2005
0B01668569,Baltimore City District Court 1400 North Ave.,CR,2005-01-30,455986,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056061102241,STATEMENT OF CHARGES,2005-01-30,01/30/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
0B01668835,Baltimore City District Court 1400 North Ave.,CR,2005-01-08,469879,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056061100690,STATEMENT OF CHARGES,2005-01-08,01/08/2005,CLOSED,TRIAL,2005
0B01668940,Baltimore City District Court 700 Patapsco Ave.,CR,2005-01-09,452168,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056011100375,STATEMENT OF CHARGES,2005-01-09,01/09/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
0B01669094,Baltimore City District Court 700 Patapsco Ave.,CR,2005-01-13,674054,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056063100866,STATEMENT OF CHARGES,2005-01-13,01/13/2005,CLOSED,TRIAL,2005
0B01669143,Baltimore City District Court 5800 Wabash Ave,CR,2005-01-14,475340,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056015100746,STATEMENT OF CHARGES,2005-01-14,01/14/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
0B01669171,Baltimore City District Court 5800 Wabash Ave,CR,2005-01-14,458323,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056016100280,STATEMENT OF CHARGES,2005-01-14,01/14/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
0B01669619,Baltimore City District Court 700 Patapsco Ave.,CR,2005-02-06,476313,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056016100910,STATEMENT OF CHARGES,2005-02-06,02/06/2005,CLOSED,TRIAL,2005
0B01670655,Baltimore City District Court 1400 North Ave.,CR,2005-03-01,702561,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056001104412,STATEMENT OF CHARGES,2005-03-01,03/01/2005,CLOSED,TRIAL,2005
0B01670956,Baltimore City District Court 1400 North Ave.,CR,2005-02-04,478070,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056015101682,STATEMENT OF CHARGES,2005-02-04,02/04/2005,CLOSED,TRIAL,2005
0B01671628,Baltimore City District Court 700 Patapsco Ave.,CR,2005-02-15,479053,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056007103913,STATEMENT OF CHARGES,2005-02-15,02/15/2005,CLOSED,JURY TRIAL PRAYED,2005
0B01671957,Baltimore City District Court 1400 North Ave.,CR,2005-03-18,702709,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056061106312,STATEMENT OF CHARGES,2005-03-18,03/18/2005,CLOSED,TRIAL,2005
0B01679867,Baltimore City District Court 1400 North Ave.,CR,2005-03-10,463281,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056001105226,STATEMENT OF CHARGES,2005-03-10,03/10/2005,CLOSED,JURY TRIAL PRAYED,2005
0B01680385,Baltimore City District Court 1400 North Ave.,CR,2005-03-04,463140,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056059102142,STATEMENT OF CHARGES,2005-03-04,03/04/2005,CLOSED,TRIAL,2005
0B01680392,Baltimore City District Court 1400 North Ave.,CR,2005-03-04,463838,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056017102223,STATEMENT OF CHARGES,2005-03-04,03/04/2005,CLOSED,TRIAL,2005
0B01680833,Baltimore City District Court 1400 North Ave.,CR,2005-02-27,677060,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056017101965,STATEMENT OF CHARGES,2005-02-27,02/27/2005,CLOSED,TRIAL,2005
0B01680966,Baltimore City District Court 700 Patapsco Ave.,CR,2005-03-17,703190,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056062104556,STATEMENT OF CHARGES,2005-03-17,03/17/2005,CLOSED,JURY TRIAL PRAYED,2005
0B01682758,Baltimore City District Court 1400 North Ave.,CR,2005-05-13,467764,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056007114726,STATEMENT OF CHARGES,2005-05-13,05/13/2005,CLOSED,TRIAL,2005
0B01683094,Baltimore City District Court 1400 North Ave.,CR,2005-04-22,465908,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056060104096,STATEMENT OF CHARGES,2005-04-22,04/22/2005,CLOSED,TRIAL,2005
0B01683598,Baltimore City District Court 1400 North Ave.,CR,2005-04-28,465424,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056005107782,STATEMENT OF CHARGES,2005-04-28,04/28/2005,CLOSED,JURY TRIAL PRAYED,2005
0B01683808,Baltimore City District Court 1400 North Ave.,CR,2005-03-12,459858,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056001105440,STATEMENT OF CHARGES,2005-03-12,03/12/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
0B01686888,Baltimore City District Court 1400 North Ave.,CR,2005-03-29,462165,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056007108662,STATEMENT OF CHARGES,2005-03-29,03/29/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
0B01686958,Baltimore City District Court 1400 North Ave.,CR,2005-04-01,703332,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056060103385,STATEMENT OF CHARGES,2005-04-01,04/01/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
0B01687105,Baltimore City District Court 1400 North Ave.,CR,2005-03-31,703356,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056001107676,STATEMENT OF CHARGES,2005-03-31,03/31/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
0B01687399,Baltimore City District Court 1400 North Ave.,CR,2005-04-01,703314,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056059103063,STATEMENT OF CHARGES,2005-04-01,04/01/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
0B01687560,Baltimore City District Court 1400 North Ave.,CR,2005-03-31,703269,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056004110094,STATEMENT OF CHARGES,2005-03-31,03/31/2005,CLOSED,JURY TRIAL PRAYED,2005
0B01688246,Baltimore City District Court 1400 North Ave.,CR,2005-04-22,468534,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056062107091,STATEMENT OF CHARGES,2005-04-22,04/22/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
0B01688253,Baltimore City District Court 1400 North Ave.,CR,2005-04-22,468367,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056061109042,STATEMENT OF CHARGES,2005-04-22,04/22/2005,CLOSED,JURY TRIAL PRAYED,2005
