trafficid,chargeid,describe35,describe70,describe100,date_begin,date_end,article,section,subsec,paragraph,code,fine,finetype,mod_date,new_date,last_revised,scrape_date
2037,20799,NEGLIGENTLY FAILING FURNISH INFO./A,NEGLIGENTLY FAILING FURNISH INFO./ANSWER INTERROGATORY/FILE REPORT,NEGLIGENTLY FAILING FURNISH INFO./ANSWER INTERROGATORY/FILE REPORT,NA,1986-07-01,56,,156B,,A,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2037,5615,NEGLIGENTLY FAILING FURNISH INFO./A,NEGLIGENTLY FAILING FURNISH INFO./ANSWER INTERROGATORY/FILE REPORT,NEGLIGENTLY FAILING FURNISH INFO./ANSWER INTERROGATORY/FILE REPORT,1985-07-01,1986-06-30,56,,156B,,A,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2038,20800,NEGLIGENTLY GIVING INCORRECT/MISLEA,NEGLIGENTLY GIVING INCORRECT/MISLEADING INFORMATION/ANSWERS,NEGLIGENTLY GIVING INCORRECT/MISLEADING INFORMATION/ANSWERS,NA,1986-07-01,56,,156B,,B,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2038,5616,NEGLIGENTLY GIVING INCORRECT/MISLEA,NEGLIGENTLY GIVING INCORRECT/MISLEADING INFORMATION/ANSWERS,NEGLIGENTLY GIVING INCORRECT/MISLEADING INFORMATION/ANSWERS,1985-07-01,1986-06-30,56,,156B,,B,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2039,20801,KNOWINGLY MAKING/FILING INCORRECT/M,KNOWINGLY MAKING/FILING INCORRECT/MISLEADING REPORT/LIST,KNOWINGLY MAKING/FILING INCORRECT/MISLEADING REPORT/LIST,NA,1986-07-01,56,,156B,,C,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2039,5617,KNOWINGLY MAKING/FILING INCORRECT/M,KNOWINGLY MAKING/FILING INCORRECT/MISLEADING REPORT/LIST,KNOWINGLY MAKING/FILING INCORRECT/MISLEADING REPORT/LIST,1985-07-01,1986-06-30,56,,156B,,C,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2040,20802,FAILING FURNISH INFO./ANSWER/INTENT,FAILING FURNISH INFO./ANSWER/INTENT EVADE PAYMENT/HINDER COLLECTION TA,FAILING FURNISH INFO./ANSWER/INTENT EVADE PAYMENT/HINDER COLLECTION TAX,NA,1986-07-01,56,,156B,,D,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2040,5618,FAILING FURNISH INFO./ANSWER/INTENT,FAILING FURNISH INFO./ANSWER/INTENT EVADE PAYMENT/HINDER COLLECTION TA,FAILING FURNISH INFO./ANSWER/INTENT EVADE PAYMENT/HINDER COLLECTION TAX,1985-07-01,1986-06-30,56,,156B,,D,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2041,20803,GIVING INCORRECT/MISLEAD. INFO./ANS,GIVING INCORRECT/MISLEAD. INFO./ANSWER INTERROGA- TORY WILLFUL./INT. E,GIVING INCORRECT/MISLEAD. INFO./ANSWER INTERROGA- TORY WILLFUL./INT. EVADE PAY./HINDER COLLECT. TAX,NA,1986-07-01,56,,156B,,E,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2041,5619,GIVING INCORRECT/MISLEAD. INFO./ANS,GIVING INCORRECT/MISLEAD. INFO./ANSWER INTERROGA- TORY WILLFUL./INT. E,GIVING INCORRECT/MISLEAD. INFO./ANSWER INTERROGA- TORY WILLFUL./INT. EVADE PAY./HINDER COLLECT. TAX,1985-07-01,1986-06-30,56,,156B,,E,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2042,20804,NEGLIGENT (FAILURE TO FURNISH INFOR,"NEGLIGENT (FAILURE TO FURNISH INFORMATION, GIVING FALSE INFORMATION)","NEGLIGENT (FAILURE TO FURNISH INFORMATION, GIVING FALSE INFORMATION)",NA,1992-10-01,56,,156B,a,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2042,5621,NEGLIGENT (FAILURE TO FURNISH INFOR,"NEGLIGENT (FAILURE TO FURNISH INFORMATION, GIVING FALSE INFORMATION)","NEGLIGENT (FAILURE TO FURNISH INFORMATION, GIVING FALSE INFORMATION)",1988-07-01,1991-06-30,56,,156B,a,,205,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2042,5620,NEGLIGENT (FAILURE TO FURNISH INFOR,"NEGLIGENT (FAILURE TO FURNISH INFORMATION, GIVING FALSE INFORMATION)","NEGLIGENT (FAILURE TO FURNISH INFORMATION, GIVING FALSE INFORMATION)",1991-07-01,1992-09-30,56,,156B,a,,210,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2043,20805,WILLFULL(FAILURE TO FURNISH INFORMA,"WILLFULL(FAILURE TO FURNISH INFORMATION, GIVE FALSE INFORMATION)","WILLFULL(FAILURE TO FURNISH INFORMATION, GIVE FALSE INFORMATION)",NA,1992-10-01,56,,156B,b,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2043,5622,WILLFULL(FAILURE TO FURNISH INFORMA,"WILLFULL(FAILURE TO FURNISH INFORMATION, GIVE FALSE INFORMATION)","WILLFULL(FAILURE TO FURNISH INFORMATION, GIVE FALSE INFORMATION)",1986-07-01,1992-09-30,56,,156B,b,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2044,20806,"MOTOR OIL, LABELING; PRICE POSTING;","MOTOR OIL, LABELING; PRICE POSTING; UNAUTHORIZED ADDITIVES; FALSE STAT","MOTOR OIL, LABELING; PRICE POSTING; UNAUTHORIZED ADDITIVES; FALSE STATEMENTS",NA,1985-07-01,56,,157,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2044,5623,"MOTOR OIL, LABELING; PRICE POSTING;","MOTOR OIL, LABELING; PRICE POSTING; UNAUTHORIZED ADDITIVES; FALSE STAT","MOTOR OIL, LABELING; PRICE POSTING; UNAUTHORIZED ADDITIVES; FALSE STATEMENTS",1981-07-01,1985-06-30,56,,157,,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2045,20807,FAILURE FILE REQUIRED DECLARATION/S,FAILURE FILE REQUIRED DECLARATION/STATEMENT PRIOR SELLING/OFFERING SAL,FAILURE FILE REQUIRED DECLARATION/STATEMENT PRIOR SELLING/OFFERING SALE FUEL,NA,1986-07-01,56,,157E,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2045,5624,FAILURE FILE REQUIRED DECLARATION/S,FAILURE FILE REQUIRED DECLARATION/STATEMENT PRIOR SELLING/OFFERING SAL,FAILURE FILE REQUIRED DECLARATION/STATEMENT PRIOR SELLING/OFFERING SALE FUEL,1985-07-01,1986-06-30,56,,157E,,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2046,20808,FAILURE FILE REQ. DECLARATION & STA,"FAILURE FILE REQ. DECLARATION & STATEMENT PRIOR TO (SELLING,OFFERING F","FAILURE FILE REQ. DECLARATION & STATEMENT PRIOR TO (SELLING,OFFERING FOR SALE)(GASOLINE,SPEC.FUEL)",NA,1992-10-01,56,,157E,a,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2046,5625,FAILURE FILE REQ. DECLARATION & STA,"FAILURE FILE REQ. DECLARATION & STATEMENT PRIOR TO (SELLING,OFFERING F","FAILURE FILE REQ. DECLARATION & STATEMENT PRIOR TO (SELLING,OFFERING FOR SALE)(GASOLINE,SPEC.FUEL)",1986-07-01,1992-09-30,56,,157E,a,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2047,20809,"(PRODUCER, REFINER) OF PETROLEUM PR","(PRODUCER, REFINER) OF PETROLEUM PRODUCTS OPERATING RETAIL SERVICE","(PRODUCER, REFINER) OF PETROLEUM PRODUCTS OPERATING RETAIL SERVICE",NA,1992-10-01,56,,157E,b,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2047,5626,"(PRODUCER, REFINER) OF PETROLEUM PR","(PRODUCER, REFINER) OF PETROLEUM PRODUCTS OPERATING RETAIL SERVICE","(PRODUCER, REFINER) OF PETROLEUM PRODUCTS OPERATING RETAIL SERVICE",1986-07-01,1992-09-30,56,,157E,b,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2048,20810,FAIL REG. PRIOR SALE/FILE REG. SPEC,FAIL REG. PRIOR SALE/FILE REG. SPECS./TERMINAL/ EXCHANGE AGREEMENT,FAIL REG. PRIOR SALE/FILE REG. SPECS./TERMINAL/ EXCHANGE AGREEMENT,NA,1986-07-01,56,,157F,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2048,5627,FAIL REG. PRIOR SALE/FILE REG. SPEC,FAIL REG. PRIOR SALE/FILE REG. SPECS./TERMINAL/ EXCHANGE AGREEMENT,FAIL REG. PRIOR SALE/FILE REG. SPECS./TERMINAL/ EXCHANGE AGREEMENT,1985-07-01,1986-06-30,56,,157F,,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2049,20811,FAILURE REGISTER WITH COMPTROLLER P,FAILURE REGISTER WITH COMPTROLLER PRIOR SELLING/ OFFERING SALE FUEL,FAILURE REGISTER WITH COMPTROLLER PRIOR SELLING/ OFFERING SALE FUEL,NA,1986-07-01,56,,157F,,A,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2049,5628,FAILURE REGISTER WITH COMPTROLLER P,FAILURE REGISTER WITH COMPTROLLER PRIOR SELLING/ OFFERING SALE FUEL,FAILURE REGISTER WITH COMPTROLLER PRIOR SELLING/ OFFERING SALE FUEL,1985-07-01,1986-06-30,56,,157F,,A,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2050,20812,FAILURE FILE REQUIRED REFINERY SPEC,FAILURE FILE REQUIRED REFINERY SPECIFICATIONS,FAILURE FILE REQUIRED REFINERY SPECIFICATIONS,NA,1986-07-01,56,,157F,,B,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2050,5629,FAILURE FILE REQUIRED REFINERY SPEC,FAILURE FILE REQUIRED REFINERY SPECIFICATIONS,FAILURE FILE REQUIRED REFINERY SPECIFICATIONS,1985-07-01,1986-06-30,56,,157F,,B,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2051,20813,FAILURE FILE REQUIRED TERMINAL AGRE,FAILURE FILE REQUIRED TERMINAL AGREEMENT,FAILURE FILE REQUIRED TERMINAL AGREEMENT,NA,1986-07-01,56,,157F,,C,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2051,5630,FAILURE FILE REQUIRED TERMINAL AGRE,FAILURE FILE REQUIRED TERMINAL AGREEMENT,FAILURE FILE REQUIRED TERMINAL AGREEMENT,1985-07-01,1986-06-30,56,,157F,,C,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2052,20814,FAILURE FILE REQUIRED EXCHANGE AGRE,FAILURE FILE REQUIRED EXCHANGE AGREEMENT,FAILURE FILE REQUIRED EXCHANGE AGREEMENT,NA,1986-07-01,56,,157F,,D,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2052,5631,FAILURE FILE REQUIRED EXCHANGE AGRE,FAILURE FILE REQUIRED EXCHANGE AGREEMENT,FAILURE FILE REQUIRED EXCHANGE AGREEMENT,1985-07-01,1986-06-30,56,,157F,,D,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2053,20815,WILLFULLY ADULTERATING/COMMINGLING,WILLFULLY ADULTERATING/COMMINGLING REFINED GASOLINE WITH OTHER PETROLE,WILLFULLY ADULTERATING/COMMINGLING REFINED GASOLINE WITH OTHER PETROLEUM PRODUCT,NA,1986-07-01,56,,157F,,E,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2053,5632,WILLFULLY ADULTERATING/COMMINGLING,WILLFULLY ADULTERATING/COMMINGLING REFINED GASOLINE WITH OTHER PETROLE,WILLFULLY ADULTERATING/COMMINGLING REFINED GASOLINE WITH OTHER PETROLEUM PRODUCT,1985-07-01,1986-06-30,56,,157F,,E,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2054,20816,COMMINGLING GASOLINE BY BRANDS/GRAD,COMMINGLING GASOLINE BY BRANDS/GRADES INTENT DEFRAUD,COMMINGLING GASOLINE BY BRANDS/GRADES INTENT DEFRAUD,NA,1986-07-01,56,,157F,,G,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2054,5633,COMMINGLING GASOLINE BY BRANDS/GRAD,COMMINGLING GASOLINE BY BRANDS/GRADES INTENT DEFRAUD,COMMINGLING GASOLINE BY BRANDS/GRADES INTENT DEFRAUD,1985-07-01,1986-06-30,56,,157F,,G,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2055,20817,FAILURE REGISTER WITH COMPTROLLER P,"FAILURE REGISTER WITH COMPTROLLER PRIOR (SELLING, OFFERING FOR SALE) (","FAILURE REGISTER WITH COMPTROLLER PRIOR (SELLING, OFFERING FOR SALE) (GASOLINE, SPECIAL FUEL)",NA,1992-10-01,56,,157F,a,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2055,5634,FAILURE REGISTER WITH COMPTROLLER P,"FAILURE REGISTER WITH COMPTROLLER PRIOR (SELLING, OFFERING FOR SALE) (","FAILURE REGISTER WITH COMPTROLLER PRIOR (SELLING, OFFERING FOR SALE) (GASOLINE, SPECIAL FUEL)",1986-07-01,1992-09-30,56,,157F,a,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2056,20818,FAILURE FILE REQUIRED REFINERY ADDI,FAILURE FILE REQUIRED REFINERY ADDITIVE SPECS.,FAILURE FILE REQUIRED REFINERY ADDITIVE SPECS.,NA,1992-10-01,56,,157F,b,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2056,5635,FAILURE FILE REQUIRED REFINERY ADDI,FAILURE FILE REQUIRED REFINERY ADDITIVE SPECS.,FAILURE FILE REQUIRED REFINERY ADDITIVE SPECS.,1986-07-01,1992-09-30,56,,157F,b,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2057,20819,FAILURE FILE REQUIRED TERMINAL AGRE,FAILURE FILE REQUIRED TERMINAL AGREEMENT WITH ADDITIVE & REFINERY SPEC,FAILURE FILE REQUIRED TERMINAL AGREEMENT WITH ADDITIVE & REFINERY SPECS.,NA,1992-10-01,56,,157F,c,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2057,5636,FAILURE FILE REQUIRED TERMINAL AGRE,FAILURE FILE REQUIRED TERMINAL AGREEMENT WITH ADDITIVE & REFINERY SPEC,FAILURE FILE REQUIRED TERMINAL AGREEMENT WITH ADDITIVE & REFINERY SPECS.,1986-07-01,1992-09-30,56,,157F,c,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2058,20820,FAILURE FILE REQUIRED EXCHANGE AGRE,FAILURE FILE REQUIRED EXCHANGE AGREEMENT WITH ADDITIVE & REFINERY SPEC,FAILURE FILE REQUIRED EXCHANGE AGREEMENT WITH ADDITIVE & REFINERY SPECS.,NA,1992-10-01,56,,157F,d,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2058,5637,FAILURE FILE REQUIRED EXCHANGE AGRE,FAILURE FILE REQUIRED EXCHANGE AGREEMENT WITH ADDITIVE & REFINERY SPEC,FAILURE FILE REQUIRED EXCHANGE AGREEMENT WITH ADDITIVE & REFINERY SPECS.,1986-07-01,1992-09-30,56,,157F,d,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2059,20821,"WILLFULLY (ADULTERATE, COMMINGLE) R","WILLFULLY (ADULTERATE, COMMINGLE) REFINED GASOLINEWITH OTHER PETROLEUM","WILLFULLY (ADULTERATE, COMMINGLE) REFINED GASOLINEWITH OTHER PETROLEUM PRODUCT",NA,1992-10-01,56,,157F,h,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2059,5638,"WILLFULLY (ADULTERATE, COMMINGLE) R","WILLFULLY (ADULTERATE, COMMINGLE) REFINED GASOLINEWITH OTHER PETROLEUM","WILLFULLY (ADULTERATE, COMMINGLE) REFINED GASOLINEWITH OTHER PETROLEUM PRODUCT",1986-07-01,1992-09-30,56,,157F,h,,0,A,1999-06-11,1999-02-23,2020-05-07,2020-06-03
2060,20822,RETAIL SERVICE STATION DEALER WITH,RETAIL SERVICE STATION DEALER WITH INTENT TO DEFRAUD COMMINGLES GASOLI,"RETAIL SERVICE STATION DEALER WITH INTENT TO DEFRAUD COMMINGLES GASOLINE BY (BRANDS, GRADES)",NA,1992-10-01,56,,157F,i,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2060,5639,RETAIL SERVICE STATION DEALER WITH,RETAIL SERVICE STATION DEALER WITH INTENT TO DEFRAUD COMMINGLES GASOLI,"RETAIL SERVICE STATION DEALER WITH INTENT TO DEFRAUD COMMINGLES GASOLINE BY (BRANDS, GRADES)",1986-07-01,1992-09-30,56,,157F,i,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2061,20823,"(DELIVERING, PROCURING, KEEPING) (G","(DELIVERING, PROCURING, KEEPING) (GASOLINE, SPECIAL FUEL) IN (VEH., CO","(DELIVERING, PROCURING, KEEPING) (GASOLINE, SPECIAL FUEL) IN (VEH., CONTAINER) W/O REQ LABEL",NA,1991-07-01,56,,157G,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2061,5640,"(DELIVERING, PROCURING, KEEPING) (G","(DELIVERING, PROCURING, KEEPING) (GASOLINE, SPECIAL FUEL) IN (VEH., CO","(DELIVERING, PROCURING, KEEPING) (GASOLINE, SPECIAL FUEL) IN (VEH., CONTAINER) W/O REQ LABEL",1985-07-01,1991-06-30,56,,157G,,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2062,20824,FAILURE OF VEH OPER/REMOVE GASOLINE,FAILURE OF VEH OPER/REMOVE GASOLINE FROM DELIVERY CONTAINER WHERE NEXT,FAILURE OF VEH OPER/REMOVE GASOLINE FROM DELIVERY CONTAINER WHERE NEXT DELIVERY TO BE SPECIAL FUEL,NA,1992-10-01,56,,157G,a1,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2062,5641,FAILURE OF VEH OPER/REMOVE GASOLINE,FAILURE OF VEH OPER/REMOVE GASOLINE FROM DELIVERY CONTAINER WHERE NEXT,FAILURE OF VEH OPER/REMOVE GASOLINE FROM DELIVERY CONTAINER WHERE NEXT DELIVERY TO BE SPECIAL FUEL,1991-07-01,1992-09-30,56,,157G,a1,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2063,20825,FAILURE OF VEH OPER/REMOVE SPECIAL,FAILURE OF VEH OPER/REMOVE SPECIAL FUEL FROM DELIVERY CONTAINER WHERE,FAILURE OF VEH OPER/REMOVE SPECIAL FUEL FROM DELIVERY CONTAINER WHERE NEXT DELIVERY TO BE GASOLINE,NA,1992-10-01,56,,157G,a2,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2063,5642,FAILURE OF VEH OPER/REMOVE SPECIAL,FAILURE OF VEH OPER/REMOVE SPECIAL FUEL FROM DELIVERY CONTAINER WHERE,FAILURE OF VEH OPER/REMOVE SPECIAL FUEL FROM DELIVERY CONTAINER WHERE NEXT DELIVERY TO BE GASOLINE,1991-07-01,1992-09-30,56,,157G,a2,,0,A,1999-06-11,1999-02-23,2020-05-07,2020-06-03
2064,20826,FAIL. SUBMIT INSPECTION/OBTAIN REQ.,FAIL. SUBMIT INSPECTION/OBTAIN REQ. AUTHORIZATION PRIOR SELLING/OFFERI,FAIL. SUBMIT INSPECTION/OBTAIN REQ. AUTHORIZATION PRIOR SELLING/OFFERING SALE/GASOLINE/SPECIAL FUEL,NA,1986-07-01,56,,157H,,A,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2064,5643,FAIL. SUBMIT INSPECTION/OBTAIN REQ.,FAIL. SUBMIT INSPECTION/OBTAIN REQ. AUTHORIZATION PRIOR SELLING/OFFERI,FAIL. SUBMIT INSPECTION/OBTAIN REQ. AUTHORIZATION PRIOR SELLING/OFFERING SALE/GASOLINE/SPECIAL FUEL,1985-07-01,1986-06-30,56,,157H,,A,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2065,20827,FAILURE LABEL SUBSTITUTE FOR/IMPROV,FAILURE LABEL SUBSTITUTE FOR/IMPROVER GASOLINE/ SPECIAL FUEL AS REQUIR,FAILURE LABEL SUBSTITUTE FOR/IMPROVER GASOLINE/ SPECIAL FUEL AS REQUIRED,NA,1986-07-01,56,,157H,,B,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2065,5644,FAILURE LABEL SUBSTITUTE FOR/IMPROV,FAILURE LABEL SUBSTITUTE FOR/IMPROVER GASOLINE/ SPECIAL FUEL AS REQUIR,FAILURE LABEL SUBSTITUTE FOR/IMPROVER GASOLINE/ SPECIAL FUEL AS REQUIRED,1985-07-01,1986-06-30,56,,157H,,B,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2066,20828,"OFFERING (SUBSTITUTES FOR, IMPROVER","OFFERING (SUBSTITUTES FOR, IMPROVERS OF)(GASOLINE,SPECIAL FUEL) W/O RE","OFFERING (SUBSTITUTES FOR, IMPROVERS OF)(GASOLINE,SPECIAL FUEL) W/O REQ. COMPTROLLER AUTHORIZATION",NA,1992-10-01,56,,157H,a,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2066,5645,"OFFERING (SUBSTITUTES FOR, IMPROVER","OFFERING (SUBSTITUTES FOR, IMPROVERS OF)(GASOLINE,SPECIAL FUEL) W/O RE","OFFERING (SUBSTITUTES FOR, IMPROVERS OF)(GASOLINE,SPECIAL FUEL) W/O REQ. COMPTROLLER AUTHORIZATION",1986-07-01,1992-09-30,56,,157H,a,,0,A,1999-06-11,1999-02-23,2020-05-07,2020-06-03
2067,20829,INTRO. ADDITIVES CONTAINING LEAD/RE,INTRO. ADDITIVES CONTAINING LEAD/REG. ADDITIVES,INTRO. ADDITIVES CONTAINING LEAD/REG. ADDITIVES,NA,1986-07-01,56,,157H.1,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2067,5646,INTRO. ADDITIVES CONTAINING LEAD/RE,INTRO. ADDITIVES CONTAINING LEAD/REG. ADDITIVES,INTRO. ADDITIVES CONTAINING LEAD/REG. ADDITIVES,1985-07-01,1986-06-30,56,,157H.1,,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2068,20830,FAILURE REG. ADDITIVE FOR GASOLINE/,FAILURE REG. ADDITIVE FOR GASOLINE/SPECIAL FUEL AS REQUIRED,FAILURE REG. ADDITIVE FOR GASOLINE/SPECIAL FUEL AS REQUIRED,NA,1986-07-01,56,,157H.1,,A,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2068,5647,FAILURE REG. ADDITIVE FOR GASOLINE/,FAILURE REG. ADDITIVE FOR GASOLINE/SPECIAL FUEL AS REQUIRED,FAILURE REG. ADDITIVE FOR GASOLINE/SPECIAL FUEL AS REQUIRED,1985-07-01,1986-06-30,56,,157H.1,,A,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2069,20831,INTRODUCTION ADDITIVE CONTAINING LE,INTRODUCTION ADDITIVE CONTAINING LEAD INTO GASOLINE SOLD RETAIL AFTER,INTRODUCTION ADDITIVE CONTAINING LEAD INTO GASOLINE SOLD RETAIL AFTER RECEIVED IN STATE,NA,1986-07-01,56,,157H.1,,B,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2069,5648,INTRODUCTION ADDITIVE CONTAINING LE,INTRODUCTION ADDITIVE CONTAINING LEAD INTO GASOLINE SOLD RETAIL AFTER,INTRODUCTION ADDITIVE CONTAINING LEAD INTO GASOLINE SOLD RETAIL AFTER RECEIVED IN STATE,1985-07-01,1986-06-30,56,,157H.1,,B,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2070,20832,FAILURE REG. ADDITIVE FOR (GASOLINE,"FAILURE REG. ADDITIVE FOR (GASOLINE, SPECIAL FUEL) AS REQUIRED","FAILURE REG. ADDITIVE FOR (GASOLINE, SPECIAL FUEL) AS REQUIRED",NA,1992-10-01,56,,157H.1,a,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2070,5649,FAILURE REG. ADDITIVE FOR (GASOLINE,"FAILURE REG. ADDITIVE FOR (GASOLINE, SPECIAL FUEL) AS REQUIRED","FAILURE REG. ADDITIVE FOR (GASOLINE, SPECIAL FUEL) AS REQUIRED",1986-07-01,1992-09-30,56,,157H.1,a,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2071,20833,"INTRODUCTION/MATERIAL,FLUID,SUBSTAN","INTRODUCTION/MATERIAL,FLUID,SUBSTANCE,OR OTH ADDITIVE INTO SPEC FUELS,","INTRODUCTION/MATERIAL,FLUID,SUBSTANCE,OR OTH ADDITIVE INTO SPEC FUELS,WHILE NOT SPECIAL FUEL SELLER",NA,1992-10-01,56,,157H.1,b,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2071,5651,"INTRODUCTION/MATERIAL,FLUID,SUBSTAN","INTRODUCTION/MATERIAL,FLUID,SUBSTANCE,OR OTH ADDITIVE INTO SPEC FUELS,","INTRODUCTION/MATERIAL,FLUID,SUBSTANCE,OR OTH ADDITIVE INTO SPEC FUELS,WHILE NOT SPECIAL FUEL SELLER",1986-07-01,1991-06-30,56,,157H.1,b,,0,A,1999-06-11,1999-02-23,2020-05-07,2020-06-03
2071,5650,"INTRODUCTION/MATERIAL,FLUID,SUBSTAN","INTRODUCTION/MATERIAL,FLUID,SUBSTANCE,OR OTH ADDITIVE INTO SPEC FUELS,","INTRODUCTION/MATERIAL,FLUID,SUBSTANCE,OR OTH ADDITIVE INTO SPEC FUELS,WHILE NOT SPECIAL FUEL SELLER",1991-07-01,1992-09-30,56,,157H.1,b,,0,A,1999-06-11,1999-02-23,2020-05-07,2020-06-03
2072,20834,INTRODUCTION OF LEAD ADDITIVE INTO,INTRODUCTION OF LEAD ADDITIVE INTO GASOLINE AFTER RECEIPTED IN STATE,INTRODUCTION OF LEAD ADDITIVE INTO GASOLINE AFTER RECEIPTED IN STATE,NA,1992-10-01,56,,157H.1,c,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2072,5652,INTRODUCTION OF LEAD ADDITIVE INTO,INTRODUCTION OF LEAD ADDITIVE INTO GASOLINE AFTER RECEIPTED IN STATE,INTRODUCTION OF LEAD ADDITIVE INTO GASOLINE AFTER RECEIPTED IN STATE,1991-07-01,1992-09-30,56,,157H.1,c,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2073,20835,FAILURE LABEL CONTAINER CONTAINING,FAILURE LABEL CONTAINER CONTAINING CRANKCASE OIL/RECONDITIONED LUBRICA,FAILURE LABEL CONTAINER CONTAINING CRANKCASE OIL/RECONDITIONED LUBRICANT,NA,1986-07-01,56,,157H.2,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2073,5653,FAILURE LABEL CONTAINER CONTAINING,FAILURE LABEL CONTAINER CONTAINING CRANKCASE OIL/RECONDITIONED LUBRICA,FAILURE LABEL CONTAINER CONTAINING CRANKCASE OIL/RECONDITIONED LUBRICANT,1985-07-01,1986-06-30,56,,157H.2,,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
2074,20836,FAILURE TO LABEL CONTAINER OF CRANK,FAILURE TO LABEL CONTAINER OF CRANKCASE OIL OFFERED FOR SALE,FAILURE TO LABEL CONTAINER OF CRANKCASE OIL OFFERED FOR SALE,NA,1992-10-01,56,,157H.2,a,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
